Rank,Player,Stat,Line,Pick,Platform,Goblin/Demon,Multiplier,Confidence,Rank Score,Result,Actual Value,Avg Edge Side,Avg Same Line Market Prob Side,Avg All Books Market Prob Side,Same Line Books,All Books,Edge,Model Alpha,Agreement,Signals,Market Consensus Line,Market Consensus Prob,Best Over Odds,Best Over Book,Best Under Odds,Best Under Book,DFS vs Market,FanDuel line,FanDuel line_delta,FanDuel over_no_vig_prob,FanDuel under_no_vig_prob,FanDuel edge,DraftKings line,DraftKings line_delta,DraftKings over_no_vig_prob,DraftKings under_no_vig_prob,DraftKings edge,BetRivers line,BetRivers line_delta,BetRivers over_no_vig_prob,BetRivers under_no_vig_prob,BetRivers edge,BetOnline line,BetOnline line_delta,BetOnline over_no_vig_prob,BetOnline under_no_vig_prob,BetOnline edge,Bovada line,Bovada line_delta,Bovada over_no_vig_prob,Bovada under_no_vig_prob,Bovada edge,BetMGM line,BetMGM line_delta,BetMGM over_no_vig_prob,BetMGM under_no_vig_prob,BetMGM edge,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
418,OG Anunoby,PR,20.5,UNDER,PrizePicks,,,52.6%,1.46,,,-0.0293,0.5107,0.5107,1,1,-0.0293,0.0151,1.0,3.2923,20.5,51.1%,-110,FanDuel,-120,FanDuel,NEUTRAL,20.5,0.0,48.9%,51.1%,-0.0142,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.17,-0.52,1.3,0.15,0.8,1.2,0.0165,100.0%
419,Jalen Williams,PTS,17.5,UNDER,PrizePicks,,,53.6%,1.36,,,-0.04,0.5,0.5,1,1,-0.04,0.0362,1.0,2.812,17.5,50.0%,-114,FanDuel,-114,FanDuel,NEUTRAL,17.5,0.0,50.0%,50.0%,-0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.19,2.0,1.3,-1.63,0.6,0.4,0.0048,100.0%
420,Coby White,FTM,3.5,OVER,PrizePicks,Demon,,50.8%,1.35,,,0.0,,,0,0,,-0.0322,0.75,1.6175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,-0.59,0.98,-1.1,0.6,0.8,1.2,0.0121,75.0%
421,Mikal Bridges,RA,6.5,OVER,PrizePicks,,,54.9%,1.32,,,-0.0507,0.4893,0.4893,1,1,-0.0507,0.06,1.0,2.6367,6.5,48.9%,-110,FanDuel,-120,FanDuel,NEUTRAL,6.5,0.0,48.9%,51.1%,0.0093,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.18,2.3,-0.5,-0.88,1.2,1.2,0.0119,100.0%
422,Ace Bailey,PTS,18.5,OVER,Underdog and PrizePicks,,1.03x,52.3%,1.26,,,-0.0527,0.4873,0.4873,4,6,-0.0527,0.0358,1.0,10.0767,18.5,46.4%,205,Bovada,-105,BetRivers,NEUTRAL,18.5,0.0,47.2%,52.8%,-0.0169,18.5,0.0,50.1%,49.9%,-0.0169,17.5,-1.0,47.4%,52.6%,-0.0169,18.5,0.0,48.7%,51.3%,-0.0169,22.5,4.0,50.0%,50.0%,-0.0169,18.5,0.0,48.9%,51.1%,-0.0169,0.56,-0.72,3.0,-6.5,11.54,1.0,1.2,0.0047,100.0%
423,Stephon Castle,PR,20.5,OVER,Underdog,,,54.7%,1.23,,,-0.0285,0.5,0.5116,1,4,-0.04,0.0468,1.0,1.5397,21.0,50.0%,-105,Bovada,100,BetMGM,NEUTRAL,20.5,0.0,50.0%,50.0%,0.0068,21.5,1.0,53.1%,46.9%,0.0068,,,,,,,,,,,21.5,1.0,52.8%,47.2%,0.0068,19.5,-1.0,48.7%,51.3%,0.0068,-0.11,0.06,0.22,0.5,-1.52,1.2,1.2,0.0436,100.0%
424,DeMar DeRozan,PA,22.5,OVER,Underdog and PrizePicks,,,55.2%,1.22,,,-0.0514,0.4887,0.4887,4,4,-0.0514,0.0639,1.0,1.5635,22.5,48.9%,-108,FanDuel,-119,DraftKings,NEUTRAL,22.5,0.0,48.5%,51.5%,0.0125,22.5,0.0,49.1%,50.9%,0.0125,,,,,,,,,,,22.5,0.0,48.9%,51.1%,0.0125,22.5,0.0,48.9%,51.1%,0.0125,-0.01,0.26,0.22,3.5,-3.6,0.8,0.4,0.0086,100.0%
425,Stephon Castle,RA,11.5,OVER,Underdog,,0.86x,52.1%,1.12,,,0.0113,0.5367,0.5513,2,4,-0.0033,-0.0151,0.5,1.668,12.0,49.5%,110,FanDuel,103,DraftKings,NEUTRAL,12.5,1.0,56.1%,43.9%,-0.0185,11.5,0.0,53.8%,46.2%,-0.0185,,,,,,,,,,,12.5,1.0,57.1%,42.9%,-0.0185,11.5,0.0,53.5%,46.5%,-0.0185,-0.37,-1.4,0.3,-2.5,1.84,1.8,2.0,0.029,50.0%
426,LaMelo Ball,AST,7.0,UNDER,PrizePicks,,,55.0%,1.11,,,-0.0439,,0.4961,0,6,-0.0439,0.0536,0.75,4.3142,7.5,56.5%,200,Bovada,114,BetRivers,NEUTRAL,7.5,0.5,49.8%,50.2%,0.0097,7.5,0.5,50.7%,49.3%,0.0097,6.5,-0.5,49.4%,50.6%,0.0097,7.5,0.5,50.4%,49.6%,0.0097,8.5,1.5,51.6%,48.4%,0.0097,7.5,0.5,50.4%,49.6%,0.0097,0.02,0.06,1.35,0.2,-0.12,1.6,1.2,0.0469,75.0%
427,Paul George,PR,20.5,UNDER,Underdog and PrizePicks,,,53.7%,1.07,,,-0.0419,0.4969,0.4981,3,4,-0.0431,0.0398,1.0,4.258,20.5,51.1%,110,Bovada,-108,FanDuel,NEUTRAL,20.5,0.0,51.5%,48.5%,-0.0033,20.5,0.0,49.7%,50.3%,-0.0033,,,,,,,,,,,21.5,1.0,49.8%,50.2%,-0.0033,20.5,0.0,49.7%,50.3%,-0.0033,0.11,0.34,0.53,3.3,-2.23,1.0,1.2,0.0291,100.0%
428,Devin Booker,PTS,26.5,OVER,PrizePicks,,,56.2%,1.01,,,-0.063,0.4788,0.477,2,6,-0.0612,0.0836,1.0,1.185,26.0,46.9%,200,Bovada,-103,BetRivers,NEUTRAL,25.5,-1.0,46.0%,54.0%,0.0224,26.5,0.0,47.6%,52.4%,0.0224,25.5,-1.0,47.4%,52.6%,0.0224,26.5,0.0,48.1%,51.9%,0.0224,30.5,4.0,52.5%,47.5%,0.0224,25.5,-1.0,44.5%,55.5%,0.0224,0.16,0.48,-2.08,3.1,-2.07,1.2,0.4,0.0055,100.0%
429,Myles Turner,PA,12.5,UNDER,PrizePicks,,,53.5%,0.98,,,-0.0427,0.4973,0.4973,1,1,-0.0427,0.0377,1.0,3.089,12.5,49.7%,-118,BetMGM,-115,BetMGM,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.0,50.3%,49.7%,-0.005,0.27,-1.28,0.04,-4.1,4.96,1.6,1.6,0.0026,100.0%
430,Jalen Green,RA,7.5,OVER,Underdog and PrizePicks,,,52.3%,0.95,,,0.0052,0.512,0.5452,2,4,-0.028,0.0113,1.0,2.4137,8.0,47.4%,130,Bovada,-106,DraftKings,NEUTRAL,7.5,0.0,50.5%,49.5%,-0.0167,7.5,0.0,51.9%,48.1%,-0.0167,,,,,,,,,,,8.5,1.0,55.0%,45.0%,-0.0167,8.5,1.0,60.6%,39.4%,-0.0167,0.32,-0.51,-0.74,-1.5,2.44,1.2,1.2,0.0125,100.0%
431,Josh Hart,PTS,11.5,OVER,PrizePicks,,,52.2%,0.92,,,-0.0213,0.5187,0.5187,1,1,-0.0213,0.0038,1.0,0.3538,11.5,51.9%,-125,FanDuel,-106,FanDuel,NEUTRAL,11.5,0.0,51.9%,48.1%,-0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.54,-0.7,-4.9,4.18,1.2,1.2,0.0084,100.0%
432,Brandon Miller,PTS,19.5,OVER,Underdog and PrizePicks,,,51.9%,0.91,,,-0.0144,0.5176,0.5256,4,6,-0.0224,0.0013,1.0,1.3932,19.5,49.4%,190,Bovada,118,BetRivers,NEUTRAL,19.5,0.0,51.5%,48.5%,-0.0211,19.5,0.0,51.5%,48.5%,-0.0211,18.5,-1.0,51.0%,49.0%,-0.0211,19.5,0.0,53.0%,46.9%,-0.0211,23.5,4.0,57.3%,42.7%,-0.0211,19.5,0.0,51.1%,48.9%,-0.0211,-0.19,0.02,-0.04,0.1,-0.9,1.2,1.2,0.0033,100.0%
433,Josh Hart,PA,16.5,UNDER,PrizePicks,,,52.5%,0.79,,,-0.032,0.508,0.508,1,1,-0.032,0.017,1.0,3.2077,16.5,50.8%,-110,FanDuel,-118,FanDuel,NEUTRAL,16.5,0.0,49.2%,50.8%,-0.015,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.44,0.19,4.1,-3.4,1.0,0.8,0.0208,100.0%
434,De'Aaron Fox,FTA,2.5,OVER,PrizePicks,,,50.9%,0.79,,,0.0,,,0,0,,-0.0309,0.75,0.3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,-0.43,-0.08,-1.1,0.01,1.2,1.2,0.017,75.0%
435,Miles Bridges,PR,20.5,OVER,Underdog,,,55.6%,0.67,,,-0.0565,0.4902,0.4835,3,4,-0.0498,0.0662,1.0,-1.4006,20.5,49.7%,-105,DraftKings,-106,FanDuel,NEUTRAL,19.5,-1.0,46.3%,53.7%,0.0165,20.5,0.0,48.0%,52.0%,0.0165,,,,,,,,,,,20.5,0.0,48.0%,52.0%,0.0165,20.5,0.0,51.1%,48.9%,0.0165,-0.7,0.47,-0.39,1.7,-4.27,1.0,0.8,0.0027,100.0%
436,Kon Knueppel,PR,23.5,UNDER,Underdog and PrizePicks,,,52.8%,0.64,,,-0.0323,0.5077,0.5077,4,4,-0.0323,0.0207,1.0,1.5384,23.5,50.8%,-105,BetMGM,-112,FanDuel,NEUTRAL,23.5,0.0,50.5%,49.5%,-0.0116,23.5,0.0,49.5%,50.5%,-0.0116,,,,,,,,,,,23.5,0.0,48.9%,51.1%,-0.0116,23.5,0.0,48.0%,52.0%,-0.0116,0.12,-0.08,-1.67,-0.7,1.67,1.0,1.2,0.0105,100.0%
437,Ace Bailey,BLK,0.5,OVER,PrizePicks,,,50.8%,0.62,,,-0.0252,0.5148,0.5148,1,1,-0.0252,-0.007,1.0,4.8947,0.5,51.5%,-125,BetMGM,-110,BetMGM,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,51.5%,48.5%,-0.0322,-0.08,-0.9,3.0,-1.5,1.37,1.4,1.6,0.0052,100.0%
438,Rudy Gobert,STL,0.5,OVER,PrizePicks,Goblin,,51.0%,0.55,,,0.0,,,0,0,,-0.0299,0.5,4.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45,-0.79,3.0,-0.5,0.21,1.4,1.6,0.0644,50.0%
439,Mikal Bridges,PTS,12.5,OVER,PrizePicks,,,54.5%,0.4,,,-0.04,0.5,0.5,1,1,-0.04,0.0451,1.0,-1.2362,12.5,50.0%,-114,FanDuel,-114,FanDuel,NEUTRAL,12.5,0.0,50.0%,50.0%,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,0.13,-0.04,0.3,-2.46,0.6,1.2,0.0118,100.0%
440,Miles Bridges,PTS,14.5,OVER,Underdog and PrizePicks,,0.94x,54.7%,0.24,,,-0.0337,0.5,0.5063,4,6,-0.04,0.0471,1.0,-2.3407,14.5,48.6%,170,Bovada,115,BetRivers,NEUTRAL,14.5,0.0,49.5%,50.5%,0.0071,14.5,0.0,50.9%,49.1%,0.0071,13.5,-1.0,50.3%,49.6%,0.0071,14.5,0.0,50.3%,49.7%,0.0071,17.5,3.0,53.4%,46.6%,0.0071,14.5,0.0,49.3%,50.7%,0.0071,-1.0,0.63,-0.44,1.7,-4.42,0.8,0.4,0.0076,100.0%
441,Devin Booker,PA,32.5,OVER,Underdog and PrizePicks,,,52.6%,0.19,,,-0.0312,0.5071,0.5088,3,4,-0.0329,0.019,1.0,1.4307,32.5,49.5%,105,Bovada,-105,BetMGM,NEUTRAL,32.5,0.0,50.0%,50.0%,-0.0139,32.5,0.0,50.1%,49.9%,-0.0139,,,,,,,,,,,33.5,1.0,51.4%,48.6%,-0.0139,32.5,0.0,52.0%,48.0%,-0.0139,0.21,0.63,-1.89,3.3,-2.22,1.0,0.4,0.0097,100.0%
442,Dyson Daniels,PRA,25.5,OVER,Underdog and PrizePicks,,,53.5%,0.13,,,-0.0546,0.4938,0.4854,3,6,-0.0462,0.0408,1.0,3.8487,25.5,49.3%,115,Bovada,-105,BetRivers,NEUTRAL,25.5,0.0,48.1%,51.9%,-0.0054,24.5,-1.0,47.0%,53.0%,-0.0054,24.5,-1.0,47.8%,52.2%,-0.0054,25.5,0.0,49.2%,50.8%,-0.0054,26.5,1.0,48.3%,51.7%,-0.0054,25.5,0.0,50.8%,49.2%,-0.0054,0.1,0.14,0.44,1.7,-0.53,1.2,0.8,0.0279,100.0%
443,Stephon Castle,TOV,2.5,UNDER,Underdog,,0.77x,52.0%,0.1,,,0.0,,,0,0,,-0.0201,0.5,-0.5266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.53,-3.45,1.1,-0.44,1.0,0.4,0.0365,50.0%
444,Joel Embiid,FGA,18.5,UNDER,Underdog,,,51.3%,0.04,,,0.0,,,0,0,,-0.0271,0.5,0.3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,-0.08,-0.08,-0.1,-0.25,0.4,0.8,0.0188,50.0%
445,Julius Randle,RA,11.5,UNDER,Underdog and PrizePicks,,,52.4%,-0.02,,,-0.0586,0.4939,0.4814,3,4,-0.0461,0.0302,1.0,5.6481,11.5,51.1%,115,Bovada,-101,DraftKings,NEUTRAL,11.5,0.0,51.3%,48.7%,-0.016,11.5,0.0,52.9%,47.1%,-0.016,,,,,,,,,,,12.5,1.0,55.6%,44.4%,-0.016,11.5,0.0,47.6%,52.4%,-0.016,0.25,-0.63,3.0,-1.1,1.53,1.4,1.2,0.0115,100.0%
446,Paul George,FGM,5.5,UNDER,PrizePicks,,,50.4%,-0.11,,,0.0,,,0,0,,-0.0364,0.5,2.7713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.5,0.54,1.7,-1.45,0.6,0.8,0.0199,50.0%
447,Ace Bailey,REB,4.5,UNDER,Underdog and PrizePicks,,,53.9%,-0.12,,,-0.0552,0.4901,0.4848,5,6,-0.0499,0.0494,1.0,1.9266,4.5,51.5%,160,Bovada,-105,BetMGM,NEUTRAL,4.5,0.0,50.0%,50.0%,-0.0005,4.5,0.0,51.5%,48.5%,-0.0005,4.5,0.0,50.7%,49.3%,-0.0005,4.5,0.0,50.8%,49.2%,-0.0005,5.5,1.0,54.2%,45.8%,-0.0005,4.5,0.0,52.0%,48.0%,-0.0005,-0.26,1.73,-0.0,2.3,-2.65,0.8,0.0,0.0053,100.0%
448,Victor Wembanyama,PTS,24.5,UNDER,Underdog and PrizePicks,,,53.7%,-0.14,,,-0.0381,0.4965,0.5019,3,6,-0.0435,0.0409,1.0,1.1244,24.5,53.6%,185,Bovada,-108,DraftKings,NEUTRAL,24.5,0.0,50.0%,50.0%,-0.0026,24.5,0.0,51.1%,48.9%,-0.0026,25.5,1.0,50.7%,49.3%,-0.0026,24.5,0.0,50.0%,50.0%,-0.0026,28.5,4.0,53.4%,46.6%,-0.0026,23.5,-1.0,43.7%,56.3%,-0.0026,-0.05,-0.18,-0.35,-1.1,0.81,0.8,1.2,0.0162,100.0%
449,Dyson Daniels,REB,6.5,UNDER,PrizePicks,,,54.5%,-0.29,,,-0.0732,0.483,0.4668,4,6,-0.057,0.0618,1.0,2.5983,6.5,51.8%,140,Bovada,100,BetRivers,NEUTRAL,6.5,0.0,50.5%,49.5%,0.0048,6.5,0.0,51.7%,48.3%,0.0048,6.5,0.0,53.5%,46.5%,0.0048,6.5,0.0,51.1%,48.9%,0.0048,7.5,1.0,54.4%,45.6%,0.0048,7.5,1.0,58.8%,41.2%,0.0048,0.06,0.09,0.25,0.3,-0.1,0.8,1.2,0.0123,100.0%
450,Jalen Williams,PRA,26.5,UNDER,PrizePicks,,,53.5%,-0.32,,,-0.0547,0.4853,0.4853,1,1,-0.0547,0.0501,1.0,4.3462,26.5,48.5%,-122,FanDuel,-108,FanDuel,NEUTRAL,26.5,0.0,51.5%,48.5%,-0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.11,2.0,0.9,-0.16,1.0,0.4,0.0102,100.0%
451,Miles Bridges,REB,5.0,OVER,PrizePicks,,,50.9%,-0.34,,,-0.005,,0.535,0,6,-0.005,-0.0262,0.75,-0.5409,5.5,44.0%,190,Bovada,-115,BetMGM,NEUTRAL,5.5,0.5,51.6%,48.4%,-0.0311,5.5,0.5,53.5%,46.5%,-0.0311,5.5,0.5,51.5%,48.5%,-0.0311,5.5,0.5,54.1%,45.9%,-0.0311,6.5,1.5,53.2%,46.8%,-0.0311,5.5,0.5,57.1%,42.9%,-0.0311,-0.33,-0.38,-0.58,-1.0,0.15,0.8,0.8,0.0127,75.0%
452,CJ McCollum,PRA,27.5,UNDER,Underdog and PrizePicks,,,51.3%,-0.35,,,0.0,,,0,0,,-0.0273,0.5,0.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39,0.17,0.95,0.7,-2.3,0.8,0.4,0.0317,50.0%
453,Miles Bridges,PRA,23.0,OVER,PrizePicks,,,53.6%,-0.5,,,-0.0332,,0.5068,0,6,-0.0332,0.0293,1.0,-2.2838,23.0,50.7%,120,Bovada,117,BetRivers,NEUTRAL,22.5,-0.5,48.6%,51.3%,-0.004,22.5,-0.5,49.9%,50.1%,-0.004,21.5,-1.5,50.0%,50.0%,-0.004,23.5,0.5,52.4%,47.6%,-0.004,24.5,1.5,49.6%,50.4%,-0.004,23.5,0.5,53.5%,46.5%,-0.004,-0.75,0.49,-0.49,2.2,-5.54,1.0,0.8,0.0169,100.0%
454,Miles Bridges,RA,8.0,UNDER,PrizePicks,,,52.9%,-0.66,,,-0.0518,,0.4882,0,4,-0.0518,0.0408,1.0,4.5598,8.5,53.7%,108,FanDuel,-118,BetMGM,NEUTRAL,8.5,0.5,49.7%,50.3%,-0.011,8.5,0.5,50.2%,49.8%,-0.011,,,,,,,,,,,8.5,0.5,50.8%,49.2%,-0.011,8.5,0.5,54.1%,45.9%,-0.011,0.31,-0.0,0.53,-0.0,1.12,1.4,1.2,0.009,100.0%
455,Donte DiVincenzo,SB,1.5,OVER,PrizePicks,,,50.9%,-0.77,,,0.0,,,0,0,,-0.0309,0.5,-0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,-0.4,-1.0,-0.3,0.06,0.6,1.2,0.0189,50.0%
456,Ausar Thompson,PRA,19.0,UNDER,PrizePicks,,,53.4%,-0.84,,,-0.0481,,0.4919,0,6,-0.0481,0.0423,1.0,2.4847,19.5,52.3%,125,Bovada,-105,BetMGM,NEUTRAL,19.5,0.5,52.1%,47.9%,-0.0058,19.5,0.5,50.5%,49.5%,-0.0058,19.5,0.5,50.7%,49.3%,-0.0058,19.5,0.5,51.3%,48.7%,-0.0058,20.5,1.5,51.0%,48.9%,-0.0058,18.5,-0.5,49.3%,50.7%,-0.0058,-0.06,-0.08,0.5,-0.4,0.12,1.2,1.2,0.0264,100.0%
457,CJ McCollum,3PM,2.5,OVER,Underdog,,,50.1%,-0.98,,,0.0,,,0,0,,-0.0385,0.5,0.9497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.23,-0.81,-0.3,0.29,0.8,1.2,0.0065,50.0%
458,Tobias Harris,PR,19.5,UNDER,Underdog and PrizePicks,,,53.2%,-0.99,,,-0.0401,0.4894,0.4999,2,4,-0.0507,0.043,1.0,2.2059,19.5,50.0%,105,Bovada,-105,BetMGM,NEUTRAL,19.5,0.0,51.5%,48.5%,-0.0076,19.5,0.0,50.7%,49.3%,-0.0076,,,,,,,,,,,20.5,1.0,52.5%,47.5%,-0.0076,18.5,-1.0,45.4%,54.6%,-0.0076,-0.27,0.14,1.5,0.5,-1.46,1.0,0.8,0.0012,100.0%
459,Isaiah Hartenstein,REB,8.5,OVER,PrizePicks,,,55.6%,-1.09,,,-0.0641,0.4759,0.4759,1,1,-0.0641,0.0802,1.0,0.0789,8.5,47.6%,-104,FanDuel,-128,FanDuel,NEUTRAL,8.5,0.0,47.6%,52.4%,0.0161,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.63,-0.17,-3.5,2.38,1.0,1.2,0.0148,100.0%
460,Stephon Castle,PA,23.5,OVER,Underdog and PrizePicks,,0.88x,54.4%,-1.2,,,-0.043,0.4993,0.497,2,4,-0.0407,0.0444,0.5,2.9207,23.5,49.7%,105,Bovada,100,BetMGM,NEUTRAL,23.5,0.0,48.9%,51.1%,0.0037,23.5,0.0,50.9%,49.1%,0.0037,,,,,,,,,,,24.5,1.0,51.8%,48.2%,0.0037,22.5,-1.0,47.2%,52.8%,0.0037,-0.02,-0.1,0.16,-0.5,0.38,1.4,1.6,0.0467,50.0%
461,Brandon Miller,PA,23.5,UNDER,Underdog and PrizePicks,,,52.4%,-1.31,,,-0.0418,0.4991,0.4983,3,4,-0.0409,0.0247,1.0,1.8934,23.5,51.3%,110,Bovada,-105,BetMGM,NEUTRAL,23.5,0.0,48.5%,51.5%,-0.0162,23.5,0.0,49.7%,50.3%,-0.0162,,,,,,,,,,,24.5,1.0,50.4%,49.6%,-0.0162,23.5,0.0,52.0%,48.0%,-0.0162,0.06,0.06,-0.12,0.3,0.0,0.8,0.8,0.0185,100.0%
462,Ace Bailey,3PA,8.5,UNDER,Underdog,,,52.2%,-1.33,,,0.0,,,0,0,,-0.0183,0.5,-4.0521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.65,0.56,-2.25,2.7,-5.82,0.6,0.8,0.0339,50.0%
463,CJ McCollum,FGA,15.5,OVER,Underdog and PrizePicks,,0.87x,50.0%,-1.4,,,0.0,,,0,0,,-0.0397,0.5,0.8668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,-0.07,-1.72,-0.3,0.67,1.0,1.2,0.0148,50.0%
464,Victor Wembanyama,FGA,16.5,UNDER,Underdog,,1.03x,50.2%,-1.43,,,0.0,,,0,0,,-0.038,0.5,1.4463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.43,-0.43,1.3,-1.27,0.6,0.8,0.0371,50.0%
465,Jalen Green,3PM,2.5,UNDER,Underdog and PrizePicks,,,51.5%,-1.66,,,-0.0391,0.5009,0.5009,6,6,-0.0391,0.0141,1.0,2.9021,2.5,50.1%,-105,BetMGM,-108,BetRivers,NEUTRAL,2.5,0.0,50.0%,50.0%,-0.025,2.5,0.0,50.4%,49.6%,-0.025,2.5,0.0,51.9%,48.1%,-0.025,2.5,0.0,49.2%,50.8%,-0.025,2.5,0.0,50.0%,50.0%,-0.025,2.5,0.0,48.0%,52.0%,-0.025,-0.24,-0.4,1.72,-0.3,0.12,0.8,1.2,0.0133,100.0%
466,Tyrese Maxey,BLK,0.5,UNDER,PrizePicks,,,53.2%,-1.67,,,-0.0548,0.4852,0.4852,1,1,-0.0548,0.0465,1.0,2.5157,0.5,48.5%,-125,BetMGM,-110,BetMGM,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,51.5%,48.5%,-0.0083,0.31,0.88,-0.0,0.9,-0.58,0.6,0.4,0.006,100.0%
467,Paul George,REB,4.5,OVER,Underdog,,0.82x,50.2%,-1.71,,,0.008,0.5357,0.548,5,6,-0.0043,-0.0332,0.5,0.9984,4.5,51.4%,130,Bovada,115,BetMGM,NEUTRAL,4.5,0.0,53.7%,46.3%,-0.0375,4.5,0.0,55.4%,44.6%,-0.0375,4.5,0.0,52.4%,47.6%,-0.0375,4.5,0.0,49.7%,50.3%,-0.0375,5.5,1.0,60.9%,39.1%,-0.0375,4.5,0.0,56.6%,43.4%,-0.0375,-0.44,-0.32,-0.16,-0.5,-0.18,1.0,1.6,0.0169,50.0%
468,Josh Hart,PR,19.5,OVER,PrizePicks,,,55.6%,-1.8,,,-0.0678,,0.4722,0,1,-0.0678,0.0837,1.0,-0.177,18.5,52.8%,-130,FanDuel,-102,FanDuel,UNFAVORABLE,18.5,-1.0,47.2%,52.8%,0.0159,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,-0.61,-1.61,-4.9,4.59,1.2,1.2,0.0146,100.0%
469,Isaiah Hartenstein,PTS,7.5,OVER,PrizePicks,,,52.7%,-1.8,,,-0.0453,0.4947,0.4947,1,1,-0.0453,0.0325,1.0,0.652,7.5,49.5%,-112,FanDuel,-118,FanDuel,NEUTRAL,7.5,0.0,49.5%,50.5%,-0.0128,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57,0.37,1.25,1.3,-3.3,0.8,0.8,0.0054,100.0%
470,Joel Embiid,PTS,26.5,OVER,Underdog and PrizePicks,,,52.1%,-1.9,,,-0.0384,0.4969,0.5016,3,6,-0.0431,0.024,1.0,1.5221,26.5,46.5%,190,Bovada,-110,BetMGM,NEUTRAL,26.5,0.0,49.5%,50.5%,-0.0191,26.5,0.0,50.4%,49.6%,-0.0191,27.5,1.0,52.3%,47.7%,-0.0191,26.5,0.0,49.2%,50.8%,-0.0191,30.5,4.0,54.1%,45.9%,-0.0191,25.5,-1.0,45.5%,54.5%,-0.0191,-0.09,-1.2,-0.04,-4.7,4.35,1.6,1.6,0.0047,100.0%
471,Brandon Miller,PRA,28.5,UNDER,PrizePicks,,,53.8%,-2.0,,,-0.0794,0.4813,0.4606,1,6,-0.0587,0.0567,1.0,1.953,29.5,50.2%,120,Bovada,116,BetRivers,UNFAVORABLE,28.5,0.0,51.9%,48.1%,-0.002,29.5,1.0,53.4%,46.6%,-0.002,27.5,-1.0,52.1%,47.9%,-0.002,29.5,1.0,54.2%,45.8%,-0.002,31.5,3.0,57.2%,42.8%,-0.002,29.5,1.0,55.0%,45.0%,-0.002,0.05,-0.05,-0.19,-0.3,0.64,1.0,0.8,0.02,100.0%
472,Julius Randle,PA,27.5,UNDER,Underdog,,,62.2%,-2.03,,,-0.1338,,0.4062,0,4,-0.1338,0.2159,1.0,0.2175,29.5,50.8%,105,Bovada,-105,BetMGM,UNFAVORABLE,29.5,2.0,59.2%,40.8%,0.0822,29.5,2.0,60.1%,40.0%,0.0822,,,,,,,,,,,30.5,3.0,61.2%,38.8%,0.0822,28.5,1.0,57.1%,42.9%,0.0822,-0.18,-0.23,-0.06,-1.7,0.39,1.2,0.8,0.0071,100.0%
473,Ace Bailey,RA,6.5,OVER,PrizePicks,,,50.5%,-2.33,,,-0.0141,0.5147,0.5259,2,3,-0.0253,-0.0099,0.75,2.3493,6.5,47.9%,130,Bovada,-106,DraftKings,NEUTRAL,,,,,,6.5,0.0,51.9%,48.1%,-0.0352,,,,,,,,,,,7.5,1.0,54.8%,45.2%,-0.0352,6.5,0.0,51.1%,48.9%,-0.0352,0.29,-1.7,0.0,-3.3,3.86,1.2,2.0,0.0051,75.0%
474,Ace Bailey,PR,23.5,OVER,PrizePicks,,,52.1%,-2.36,,,-0.0546,0.4906,0.4854,3,4,-0.0494,0.0302,0.5,9.6912,23.5,49.7%,-108,DraftKings,-108,FanDuel,NEUTRAL,22.5,-1.0,47.0%,53.0%,-0.0191,23.5,0.0,48.5%,51.5%,-0.0191,,,,,,,,,,,23.5,0.0,48.9%,51.1%,-0.0191,23.5,0.0,49.7%,50.3%,-0.0191,0.61,-0.86,1.86,-8.3,14.18,1.0,1.2,0.0488,50.0%
